dt,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,date,hour,normal,economic_schedule,self-consumption,injection,rain,sealevel_pressure,surface_pressure,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,sunshine_duration
1636513200,local,10.7,10.28,10.66,13.34,1017,,,94,1.93,,0,sky is clear,2021-11-10,3,0.0,0.262,0.0,None,0.0,1017.4,993.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636516800,local,8.8,7.69,8.09,12.79,1017,,,94,2.12,,0,sky is clear,2021-11-10,4,0.0,0.263,0.0,None,0.0,1017.4,993.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636520400,local,12.24,11.9,11.21,12.79,1017,,,91,2.25,,17,few clouds,2021-11-10,5,0.0,0.281,0.0,None,0.0,1017.9,994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636524000,local,12.24,11.87,11.21,12.72,1018,,,90,2.24,,19,few clouds,2021-11-10,6,0.0,0.256,0.0,None,0.0,1018.3,994.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636527600,local,11.56,11.12,11.21,12.23,1018,,,90,2.15,,0,sky is clear,2021-11-10,7,0.0,1.797,0.035,None,0.0,1018.9,995.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636531200,local,13.94,13.11,10.66,14.04,1019,,,66,2.42,,0,sky is clear,2021-11-10,8,0.271,0.0,0.365,Medium,0.0,1019.6,996.2,21.0,11.0,10.0,119.1,69.0,47.6,24.9,22.6,222.5,156.2,407.03
1636534800,local,15.67,14.86,13.9,15.7,1019,,,60,2.34,,0,sky is clear,2021-11-10,9,0.0,0.0,0.264,High,0.0,1019.8,996.5,152.0,108.0,44.0,562.0,268.1,212.1,150.7,61.4,562.0,374.0,3600.0
1636538400,local,16.76,15.95,14.54,16.82,1020,,,56,2.09,,0,sky is clear,2021-11-10,10,0.0,0.0,0.263,High,0.0,1020.0,996.9,304.0,243.0,61.0,729.2,464.9,358.1,286.2,71.9,729.2,547.6,3600.0
1636542000,local,18.44,17.72,16.68,18.48,1019,,,53,1.63,,0,sky is clear,2021-11-10,11,0.0,0.0,0.271,Very High,0.0,1019.8,996.9,424.0,355.0,69.0,810.1,611.4,461.3,386.3,75.1,810.1,665.2,3600.0
1636545600,local,19.55,18.89,17.79,19.59,1019,,,51,1.31,,0,sky is clear,2021-11-10,12,0.0,0.0,0.282,Very High,0.0,1019.2,996.4,495.0,422.0,73.0,844.1,697.5,510.1,434.9,75.2,844.1,718.8,3600.0
1636549200,local,19.58,18.98,18.72,20.66,1019,,,53,1.04,,0,sky is clear,2021-11-10,13,0.0,0.0,0.277,High,0.0,1018.8,996.1,511.0,436.0,75.0,848.1,717.3,502.0,428.3,73.7,848.1,704.7,3600.0
1636552800,local,20.14,19.49,18.68,20.15,1018,,,49,1.26,,4,sky is clear,2021-11-10,14,0.0,0.0,0.271,High,0.0,1018.2,995.5,469.0,395.0,74.0,823.2,669.5,437.0,368.0,68.9,823.2,623.8,3600.0
1636556400,local,19.06,18.27,18.68,19.54,1018,,,48,1.52,,9,sky is clear,2021-11-10,15,0.014,0.0,0.247,Medium,0.0,1017.9,995.2,373.0,299.0,74.0,748.5,557.4,322.3,258.4,63.9,748.5,481.6,3600.0
1636560000,local,19.0,18.34,17.89,19.04,1018,,,53,1.06,,15,few clouds,2021-11-10,16,0.197,0.0,0.057,None,0.0,1018.1,995.3,240.0,182.0,58.0,653.7,388.5,177.9,134.9,43.0,653.7,287.9,3600.0
1636563600,local,17.82,17.17,15.72,18.43,1018,,,58,0.88,,29,scattered clouds,2021-11-10,17,0.255,0.0,0.0,None,0.0,1018.2,995.2,84.0,47.0,37.0,334.0,174.4,26.9,15.1,11.9,172.7,55.9,2927.69
1636567200,local,16.14,15.64,13.72,16.77,1018,,,70,0.93,,38,scattered clouds,2021-11-10,18,1.125,0.0,0.0,None,0.0,1018.6,995.5,2.0,1.0,1.0,17.8,17.8,0.0,0.0,0.0,0.0,0.0,0.0
1636570800,local,15.12,14.65,13.9,15.15,1019,,,75,1.03,,27,scattered clouds,2021-11-10,19,1.481,0.0,0.0,None,0.0,1019.0,995.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636574400,local,14.55,14.02,13.12,14.59,1019,,,75,0.95,,19,few clouds,2021-11-10,20,1.26,0.0,0.0,None,0.0,1019.1,995.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636578000,local,13.9,13.46,11.72,14.04,1019,,,81,1.45,,3,sky is clear,2021-11-10,21,1.078,0.0,0.0,None,0.0,1019.5,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636581600,local,13.99,13.53,12.01,14.04,1019,,,80,1.49,,72,broken clouds,2021-11-10,22,0.0,1.018,0.0,None,0.0,1019.7,996.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636585200,local,13.81,13.26,10.72,14.04,1019,,,77,1.61,,80,broken clouds,2021-11-10,23,0.0,0.686,0.0,None,0.0,1019.6,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636588800,local,13.79,13.31,10.72,14.04,1019,,,80,1.45,,85,overcast clouds,2021-11-11,0,0.0,0.566,0.0,None,0.0,1019.5,996.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636592400,local,13.81,13.26,10.34,14.04,1019,,,77,1.22,,77,broken clouds,2021-11-11,1,0.0,0.547,0.0,None,0.0,1019.4,996.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636596000,local,13.22,12.58,9.72,13.48,1019,,,76,1.24,,85,overcast clouds,2021-11-11,2,0.0,0.515,0.0,None,0.0,1019.2,995.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636599600,local,12.78,12.18,9.23,12.93,1019,,,79,1.42,,81,broken clouds,2021-11-11,3,0.0,0.465,0.0,None,0.0,1019.0,995.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636603200,local,12.29,11.69,8.68,12.37,1019,,,81,1.76,,72,broken clouds,2021-11-11,4,0.0,0.461,0.0,None,0.0,1018.7,995.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636606800,local,11.82,11.2,8.72,11.82,1019,,,82,1.94,,82,broken clouds,2021-11-11,5,0.0,0.448,0.0,None,0.0,1019.0,995.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636610400,local,12.37,11.78,7.72,12.37,1019,,,81,2.0,,97,overcast clouds,2021-11-11,6,0.0,0.442,0.0,None,0.0,1019.4,995.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636614000,local,12.37,11.75,7.72,12.37,1020,,,80,2.1,,100,overcast clouds,2021-11-11,7,0.0,1.874,0.024,None,0.0,1019.7,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636617600,local,12.93,12.32,7.72,12.93,1020,,,78,1.97,,62,broken clouds,2021-11-11,8,0.395,0.0,0.345,None,0.0,1019.9,996.3,18.0,8.0,10.0,88.5,66.3,41.0,18.2,22.8,168.5,150.9,177.25
1636621200,local,15.15,14.6,11.72,15.15,1021,,,72,1.42,,9,sky is clear,2021-11-11,9,0.438,0.0,0.611,Medium,0.0,1020.3,996.9,140.0,87.0,53.0,462.3,262.7,196.4,122.1,74.4,462.3,368.5,3600.0
1636624800,local,16.7,16.23,12.79,16.82,1021,,,69,1.04,,0,sky is clear,2021-11-11,10,0.152,0.0,0.641,Medium,0.0,1020.5,997.3,290.0,216.0,74.0,656.3,459.4,342.2,254.9,87.3,656.3,542.1,3600.0
1636628400,local,16.81,16.37,15.01,16.82,1021,,,70,0.56,,0,sky is clear,2021-11-11,11,0.396,0.0,0.779,Medium,0.0,1020.6,997.6,419.0,351.0,68.0,808.7,605.8,456.2,382.2,74.0,808.7,659.7,3600.0
1636632000,local,16.82,16.44,15.72,19.54,1020,,,72,0.18,,0,sky is clear,2021-11-11,12,0.0,0.0,0.484,High,0.0,1020.2,997.3,491.0,418.0,73.0,843.2,691.9,506.2,430.9,75.3,843.2,713.3,3600.0
1636635600,local,17.91,17.53,15.72,20.66,1020,,,68,1.0,,0,sky is clear,2021-11-11,13,0.0,0.0,0.465,High,0.0,1019.7,996.8,505.0,426.0,79.0,835.3,711.9,496.1,418.5,77.6,835.3,699.3,3600.0
1636639200,local,17.97,17.65,17.57,18.99,1019,,,70,1.95,,0,sky is clear,2021-11-11,14,0.0,0.0,0.476,Medium,0.0,1019.2,996.4,458.0,376.0,82.0,790.1,664.2,426.5,350.2,76.4,790.1,618.6,3600.0
1636642800,local,17.92,17.65,17.33,17.93,1019,,,72,1.95,,0,sky is clear,2021-11-11,15,0.107,0.0,0.358,None,0.0,1018.9,996.1,364.0,288.0,76.0,727.9,552.3,314.2,248.6,65.6,727.9,476.7,3600.0
1636646400,local,17.21,16.89,14.72,17.57,1019,,,73,1.65,,1,sky is clear,2021-11-11,16,0.403,0.0,0.059,None,0.0,1018.9,996.1,223.0,155.0,68.0,563.8,383.7,164.7,114.4,50.2,563.8,283.3,3600.0
1636650000,local,16.24,16.01,15.11,16.45,1019,,,80,1.7,,1,sky is clear,2021-11-11,17,0.454,0.0,0.0,None,0.0,1019.2,996.1,84.0,52.0,32.0,374.2,169.9,25.5,15.8,9.7,181.1,51.6,2862.26
1636653600,local,14.48,14.2,12.72,14.79,1019,,,85,1.76,,1,sky is clear,2021-11-11,18,0.61,0.0,0.0,None,0.0,1019.7,996.4,2.0,0.0,2.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0
1636657200,local,13.39,13.11,11.72,13.48,1020,,,89,1.62,,0,sky is clear,2021-11-11,19,0.485,0.0,0.0,None,0.0,1019.8,996.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636660800,local,12.8,12.49,10.72,12.93,1020,,,90,1.66,,0,sky is clear,2021-11-11,20,0.445,0.0,0.0,None,0.0,1020.2,996.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636664400,local,11.82,11.46,11.12,12.33,1020,,,92,2.29,,7,sky is clear,2021-11-11,21,0.516,0.0,0.0,None,0.0,1020.5,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636668000,local,11.76,11.39,9.72,11.82,1020,,,92,1.94,,64,broken clouds,2021-11-11,22,0.0,0.581,0.0,None,0.0,1020.5,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636671600,local,11.73,11.39,8.72,11.82,1020,,,93,1.77,,71,broken clouds,2021-11-11,23,0.0,0.587,0.0,None,0.0,1020.2,996.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636675200,local,11.77,11.43,9.72,11.82,1020,,,93,1.2,,66,broken clouds,2021-11-12,0,0.0,0.578,0.0,None,0.0,1020.3,996.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636678800,local,11.17,10.77,8.72,11.26,1020,,,93,1.52,,45,scattered clouds,2021-11-12,1,0.0,0.556,0.0,None,0.0,1020.0,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636682400,local,11.25,10.86,8.72,11.26,1020,,,93,1.56,,1,sky is clear,2021-11-12,2,0.0,0.517,0.0,None,0.0,1019.9,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636686000,local,11.71,11.36,8.72,11.82,1019,,,93,1.65,,0,sky is clear,2021-11-12,3,0.0,0.539,0.0,None,0.0,1019.7,996.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636689600,local,11.17,10.77,8.72,11.26,1019,,,93,1.64,,0,sky is clear,2021-11-12,4,0.0,0.484,0.0,None,0.0,1019.6,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636693200,local,11.17,10.72,8.34,11.26,1019,,,91,1.77,,1,sky is clear,2021-11-12,5,0.0,0.528,0.0,None,0.0,1019.4,995.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636696800,local,10.6,10.04,7.72,10.7,1019,,,89,1.35,,2,sky is clear,2021-11-12,6,0.0,0.502,0.0,None,0.0,1020.1,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636700400,local,9.53,9.1,7.72,9.59,1020,,,89,1.51,,2,sky is clear,2021-11-12,7,0.0,1.451,0.006,None,0.0,1020.1,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636704000,local,10.09,9.4,7.72,10.15,1020,,,86,1.62,,1,sky is clear,2021-11-12,8,0.33,0.0,0.302,Medium,0.0,1020.3,996.5,15.0,4.0,11.0,45.2,63.5,34.4,9.2,25.2,87.9,145.6,0.0
1636707600,local,13.48,13.02,8.72,13.48,1020,,,82,1.64,,1,sky is clear,2021-11-12,9,0.26,0.0,0.339,Low,0.0,1020.4,996.9,125.0,62.0,63.0,336.5,257.3,176.4,87.5,88.9,336.5,363.1,3600.0
1636711200,local,14.04,13.61,9.72,14.04,1020,,,81,1.03,,0,sky is clear,2021-11-12,10,0.0,0.0,0.258,High,0.0,1020.2,997.0,296.0,233.0,63.0,716.8,453.9,349.9,275.4,74.5,716.8,536.5,3600.0
1636714800,local,15.09,14.72,12.72,15.15,1020,,,79,0.63,,0,sky is clear,2021-11-12,11,0.0,0.0,0.317,Very High,0.0,1020.0,997.0,416.0,344.0,72.0,800.3,600.3,453.3,374.9,78.5,800.3,654.1,3600.0
1636718400,local,16.19,15.74,13.72,16.26,1019,,,72,0.65,,20,few clouds,2021-11-12,12,0.0,0.0,0.323,High,0.0,1019.7,996.7,492.0,419.0,73.0,852.4,686.4,507.4,432.1,75.3,852.4,707.9,3600.0
1636722000,local,17.4,16.87,16.12,18.43,1019,,,64,0.56,,1,sky is clear,2021-11-12,13,0.0,0.0,0.311,High,0.0,1019.0,996.1,504.0,430.0,74.0,850.0,706.5,495.1,422.4,72.7,850.0,694.0,3600.0
1636725600,local,17.93,17.45,17.23,19.23,1018,,,64,1.23,,2,sky is clear,2021-11-12,14,0.0,0.0,0.312,High,0.0,1018.4,995.6,464.0,391.0,73.0,828.5,659.1,432.0,364.0,68.0,828.5,613.6,3600.0
1636729200,local,17.8,17.33,15.72,18.68,1018,,,65,1.83,,46,scattered clouds,2021-11-12,15,0.051,0.0,0.309,Medium,0.0,1018.2,995.4,370.0,304.0,66.0,775.5,547.4,319.0,262.1,56.9,775.5,472.0,3600.0
1636732800,local,17.73,17.28,14.72,18.12,1018,,,66,1.78,,6,sky is clear,2021-11-12,16,0.31,0.0,0.054,None,0.0,1018.2,995.4,234.0,178.0,56.0,655.7,379.1,172.1,130.9,41.2,655.7,278.9,3600.0
1636736400,local,16.61,16.21,13.72,17.01,1018,,,72,1.72,,12,few clouds,2021-11-12,17,0.445,0.0,0.0,None,0.0,1018.4,995.5,83.0,52.0,31.0,378.8,165.6,23.8,14.9,8.9,170.9,47.4,2798.39
1636740000,local,14.95,14.59,11.72,15.15,1019,,,80,1.8,,4,sky is clear,2021-11-12,18,1.242,0.0,0.0,None,0.0,1018.9,995.9,1.0,0.0,1.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
1636743600,local,14.54,14.14,12.79,14.59,1019,,,80,1.83,,0,sky is clear,2021-11-12,19,0.902,0.0,0.0,None,0.0,1019.4,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636747200,local,14.29,13.92,9.72,14.59,1019,,,82,2.21,,0,sky is clear,2021-11-12,20,0.341,0.0,0.0,None,0.0,1019.6,996.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636750800,local,13.25,12.82,9.72,13.48,1019,,,84,2.06,,0,sky is clear,2021-11-12,21,0.514,0.0,0.0,None,0.0,1019.8,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636754400,local,11.12,10.66,10.34,12.33,1019,,,91,1.99,,0,sky is clear,2021-11-12,22,0.0,0.557,0.0,None,0.0,1020.0,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636758000,local,10.34,9.78,9.23,11.78,1019,,,90,2.01,,0,sky is clear,2021-11-12,23,0.0,0.449,0.0,None,0.0,1020.0,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636761600,local,9.21,8.34,8.72,11.22,1019,,,89,1.92,,0,sky is clear,2021-11-13,0,0.0,0.34,0.0,None,0.0,1019.9,996.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636765200,local,8.48,7.55,7.72,11.68,1020,,,89,1.86,,0,sky is clear,2021-11-13,1,0.0,0.356,0.0,None,0.0,1019.9,996.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636768800,local,8.3,7.22,7.72,12.23,1019,,,90,1.99,,0,sky is clear,2021-11-13,2,0.0,0.457,0.0,None,0.0,1019.5,995.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636772400,local,8.92,7.76,6.72,10.01,1019,,,91,2.21,,4,sky is clear,2021-11-13,3,0.0,0.379,0.0,None,0.0,1019.5,995.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636776000,local,8.71,7.41,6.72,10.57,1019,,,92,2.35,,2,sky is clear,2021-11-13,4,0.0,0.347,0.0,None,0.0,1019.4,995.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636779600,local,8.5,7.11,7.72,10.57,1019,,,94,2.41,,17,few clouds,2021-11-13,5,0.0,0.337,0.0,None,0.0,1019.3,995.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636783200,local,8.35,6.94,6.72,10.57,1019,,,95,2.41,,17,few clouds,2021-11-13,6,0.0,0.292,0.0,None,0.0,1019.4,995.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636786800,local,7.44,5.88,6.72,10.57,1020,,,95,2.39,,16,few clouds,2021-11-13,7,0.0,0.293,0.023,None,0.0,1020.0,996.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636790400,local,13.28,12.54,7.72,13.48,1020,,,72,2.57,,5,sky is clear,2021-11-13,8,0.005,0.0,0.321,Medium,0.0,1020.4,996.7,17.0,8.0,9.0,92.4,60.8,39.2,18.4,20.7,183.7,140.3,158.91
1636794000,local,12.66,12.31,11.22,12.79,1021,,,89,2.35,,0,sky is clear,2021-11-13,9,0.0,0.0,0.432,Medium,0.0,1020.8,997.4,141.0,98.0,43.0,543.4,251.9,200.2,139.1,61.0,543.4,357.6,3600.0
1636797600,local,16.77,16.2,13.44,16.82,1021,,,65,2.22,,0,sky is clear,2021-11-13,10,0.427,0.0,0.763,Medium,0.0,1020.8,997.6,292.0,232.0,60.0,722.8,448.4,345.8,274.7,71.1,722.8,531.0,3600.0
1636801200,local,18.44,17.91,16.12,18.48,1021,,,60,1.61,,0,sky is clear,2021-11-13,11,0.287,0.0,0.666,High,0.0,1020.6,997.6,413.0,346.0,67.0,812.7,594.8,450.4,377.3,73.1,812.7,648.7,3600.0
1636804800,local,19.56,18.98,17.79,19.59,1020,,,54,1.09,,1,sky is clear,2021-11-13,12,0.0,0.0,0.36,High,0.0,1020.5,997.6,486.0,415.0,71.0,851.4,681.0,501.3,428.1,73.2,851.4,702.5,3600.0
1636808400,local,19.55,19.15,17.72,20.66,1020,,,61,0.52,,1,sky is clear,2021-11-13,13,0.0,0.0,0.276,High,0.0,1019.8,997.1,501.0,427.0,74.0,850.8,701.2,492.2,419.5,72.7,850.8,688.8,3600.0
1636812000,local,20.14,19.65,19.54,20.67,1019,,,55,0.68,,4,sky is clear,2021-11-13,14,0.217,0.0,0.356,High,0.0,1019.4,996.7,461.0,391.0,70.0,835.3,654.0,429.0,363.9,65.1,835.3,608.6,3600.0
1636815600,local,19.49,18.93,17.72,20.57,1019,,,55,1.2,,14,few clouds,2021-11-13,15,1.477,0.0,0.388,None,0.0,1019.2,996.5,368.0,303.0,65.0,780.2,542.6,316.9,261.0,56.0,780.2,467.3,3600.0
1636819200,local,19.48,18.97,17.72,20.01,1019,,,57,1.3,,5,sky is clear,2021-11-13,16,1.66,0.0,0.053,None,0.0,1019.2,996.4,233.0,178.0,55.0,663.9,374.6,170.8,130.4,40.3,663.9,274.5,3600.0
1636822800,local,18.46,17.98,17.33,18.48,1019,,,62,1.44,,2,sky is clear,2021-11-13,17,0.756,0.0,0.0,None,0.0,1019.2,996.4,81.0,51.0,30.0,376.0,161.5,21.8,13.7,8.1,157.3,43.4,2736.16
1636826400,local,17.18,16.76,13.72,17.37,1019,,,69,1.59,,0,sky is clear,2021-11-13,18,0.804,0.0,0.0,None,0.0,1019.5,996.6,1.0,0.0,1.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
1636830000,local,16.19,15.74,13.68,16.26,1020,,,72,2.0,,0,sky is clear,2021-11-13,19,0.583,0.0,0.0,None,0.0,1019.9,996.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636833600,local,15.41,14.94,10.72,15.7,1019,,,74,2.18,,0,sky is clear,2021-11-13,20,0.545,0.0,0.0,None,0.0,1019.8,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636837200,local,14.88,14.46,10.72,15.15,1020,,,78,1.81,,0,sky is clear,2021-11-13,21,0.894,0.0,0.0,None,0.0,1019.9,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636840800,local,11.41,11.03,9.72,13.9,1020,,,93,1.98,,28,scattered clouds,2021-11-13,22,0.0,0.559,0.0,None,0.0,1020.2,996.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636844400,local,10.81,10.37,9.72,14.0,1020,,,93,1.9,,50,scattered clouds,2021-11-13,23,0.0,0.411,0.0,None,0.0,1020.3,996.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636848000,local,10.14,9.59,8.72,14.0,1020,,,91,1.9,,36,scattered clouds,2021-11-14,0,0.0,0.488,0.0,None,0.0,1020.2,996.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636851600,local,10.72,10.2,9.72,13.34,1020,,,90,2.25,,13,few clouds,2021-11-14,1,0.0,0.461,0.0,None,0.0,1020.1,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636855200,local,13.91,13.26,9.72,14.04,1019,,,73,2.65,,5,sky is clear,2021-11-14,2,0.0,0.333,0.0,None,0.0,1020.0,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636858800,local,9.86,8.35,8.72,12.79,1020,,,92,2.99,,17,few clouds,2021-11-14,3,0.0,0.317,0.0,None,0.0,1020.1,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636862400,local,9.86,8.34,8.72,12.32,1020,,,91,3.0,,17,few clouds,2021-11-14,4,0.0,0.315,0.0,None,0.0,1020.1,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636866000,local,12.81,12.08,8.72,12.93,1019,,,74,3.06,,18,few clouds,2021-11-14,5,0.0,0.326,0.0,None,0.0,1020.0,996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636869600,local,9.0,7.27,7.72,12.23,1020,,,91,3.07,,0,sky is clear,2021-11-14,6,0.0,0.323,0.0,None,0.0,1019.8,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636873200,local,8.14,6.41,6.72,11.68,1020,,,92,2.8,,2,sky is clear,2021-11-14,7,0.0,0.204,0.022,None,0.0,1019.9,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636876800,local,8.14,6.26,6.72,11.68,1020,,,90,3.03,,0,sky is clear,2021-11-14,8,0.312,0.0,0.374,Medium,0.0,1020.3,996.5,16.0,8.0,8.0,94.5,58.2,37.1,18.6,18.6,192.2,135.0,146.35
1636880400,local,10.61,10.08,9.72,13.34,1020,,,90,2.79,,0,sky is clear,2021-11-14,9,0.236,0.0,0.58,Medium,0.0,1020.8,997.3,145.0,103.0,42.0,583.8,246.6,207.1,147.1,60.0,583.8,352.2,3600.0
1636884000,local,16.22,15.49,14.54,16.26,1021,,,61,2.44,,0,sky is clear,2021-11-14,10,0.081,0.0,0.922,None,0.0,1020.9,997.7,300.0,241.0,59.0,760.3,443.0,355.9,285.9,70.0,760.3,525.6,3600.0
1636887600,local,17.94,17.36,16.12,18.72,1021,,,60,1.69,,0,sky is clear,2021-11-14,11,0.213,0.0,0.994,None,0.0,1020.9,997.9,423.0,356.0,67.0,844.3,589.3,461.7,388.6,73.1,844.3,643.2,3600.0
1636891200,local,17.96,17.3,17.79,18.72,1020,,,57,0.78,,0,sky is clear,2021-11-14,12,0.724,0.0,0.941,Medium,0.0,1020.4,997.5,496.0,426.0,70.0,881.3,675.6,511.8,439.6,72.2,881.3,697.2,3600.0
1636894800,local,19.55,19.0,17.72,20.66,1020,,,55,0.34,,1,sky is clear,2021-11-14,13,0.0,0.0,0.363,High,0.0,1019.9,997.1,516.0,445.0,71.0,893.7,696.0,506.9,437.2,69.7,893.7,683.7,3600.0
1636898400,local,20.03,19.45,17.72,20.67,1019,,,52,1.11,,6,sky is clear,2021-11-14,14,0.0,0.0,0.349,High,0.0,1019.5,996.8,472.0,402.0,70.0,865.8,649.0,439.1,374.0,65.1,865.8,603.8,3600.0
1636902000,local,19.04,18.33,18.9,19.79,1019,,,51,1.55,,11,few clouds,2021-11-14,15,0.258,0.0,0.313,Medium,0.0,1019.2,996.5,375.0,310.0,65.0,805.6,537.9,322.6,266.7,55.9,805.6,462.8,3600.0
1636905600,local,19.0,18.29,17.89,19.23,1019,,,51,1.3,,2,sky is clear,2021-11-14,16,0.245,0.0,0.049,None,0.0,1019.1,996.3,237.0,184.0,53.0,694.7,370.2,173.0,134.3,38.7,694.7,270.3,3600.0
1636909200,local,17.9,17.21,15.67,17.93,1019,,,56,1.86,,0,sky is clear,2021-11-14,17,0.404,0.0,0.0,None,0.0,1019.1,996.2,82.0,53.0,29.0,395.4,157.4,20.6,13.3,7.3,152.7,39.5,2675.66
