temp,feels_like,temp_min,temp_max,pressure,humidity,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),weather_description_encoded
15.13,14.66,14.72,15.34,1021,75,8,0.0,0.0,0.251,Medium,7
16.81,16.4,16.12,17.01,1021,71,9,0.0,0.0,0.247,High,7
18.45,18.02,17.72,18.9,1021,64,10,0.0,0.0,0.195,Very High,7
20.08,19.63,18.72,20.15,1021,57,11,0.0,0.0,0.198,Very High,7
21.67,21.28,18.72,21.82,1022,53,12,0.0,0.0,0.194,Very High,1
22.41,22.01,21.68,23.99,1021,50,13,0.0,0.0,0.189,Very High,6
23.45,23.1,22.23,23.48,1021,48,14,0.0,0.0,0.227,Very High,7
23.99,23.65,22.23,24.04,1021,46,15,0.0,0.0,0.302,Very High,7
24.22,23.92,18.72,24.59,1021,47,16,0.063,0.0,0.428,High,7
23.66,23.44,17.72,24.04,1020,52,17,0.0,0.0,0.206,High,7
22.59,22.37,17.72,23.12,1021,56,18,0.714,0.0,0.28,Low,7
20.95,20.72,16.72,22.01,1021,62,19,0.711,0.0,0.048,None,7
16.41,15.99,15.72,17.88,1021,72,20,0.655,0.0,0.012,None,7
15.37,14.92,14.72,16.77,1022,75,21,0.587,0.0,0.0,None,7
14.34,13.81,13.72,15.66,1022,76,22,0.0,0.637,0.0,None,7
13.86,13.36,12.72,15.9,1022,79,23,0.0,0.626,0.0,None,7
13.62,13.26,12.72,15.1,1022,85,0,0.0,0.599,0.0,None,7
12.85,12.49,11.72,14.54,1021,88,1,0.0,0.431,0.0,None,7
12.24,11.87,10.72,14.54,1021,90,2,0.0,0.441,0.0,None,7
13.81,13.47,9.72,14.04,1021,85,3,0.0,0.272,0.0,None,7
13.81,13.49,9.72,14.04,1021,86,4,0.0,0.213,0.0,None,7
10.38,9.85,8.72,12.88,1021,91,5,0.0,0.182,0.0,None,7
13.79,13.5,9.72,14.04,1021,87,6,0.0,0.164,0.017,None,7
16.19,15.93,13.72,16.26,1021,79,7,0.0,0.105,0.195,Low,7
17.87,17.72,15.72,17.93,1021,77,8,0.0,0.0,0.223,High,7
19.45,19.36,16.72,19.79,1021,73,9,0.0,0.0,0.2,High,7
21.09,21.0,17.72,22.57,1021,67,10,0.0,0.0,0.213,Very High,7
22.15,22.01,17.72,24.23,1021,61,11,0.0,0.0,0.191,Very High,7
23.2,23.01,17.72,25.34,1021,55,12,0.0,0.0,0.189,Very High,7
24.77,24.66,17.72,25.9,1020,52,13,0.0,0.0,0.199,Very High,7
24.26,24.15,18.72,26.45,1020,54,14,0.0,0.0,0.201,Very High,7
24.77,24.5,18.72,27.01,1020,46,15,0.0,0.0,0.51,High,7
25.27,25.05,18.72,27.01,1020,46,16,0.0,0.0,0.289,High,7
24.75,24.64,18.72,25.34,1020,52,17,0.0,0.0,0.195,High,7
23.65,23.4,17.72,24.23,1020,51,18,0.018,0.0,0.165,Medium,7
21.57,21.3,17.72,22.57,1020,58,19,1.352,0.0,0.042,None,7
17.61,17.44,16.72,19.54,1020,77,20,0.759,0.0,0.01,None,7
16.41,16.3,15.72,17.88,1021,84,21,0.26,0.0,0.0,None,7
16.73,16.6,14.72,17.32,1021,82,22,0.0,0.304,0.0,None,6
15.68,15.55,14.72,16.77,1021,86,23,0.0,0.381,0.0,None,6
15.62,15.51,13.72,16.21,1020,87,0,0.0,0.226,0.0,None,0
15.16,15.08,14.72,16.21,1020,90,1,0.0,0.173,0.0,None,5
14.71,14.59,14.23,16.77,1019,90,2,0.0,0.175,0.0,None,5
14.71,14.61,14.23,16.77,1019,91,3,0.0,0.179,0.0,None,5
14.6,14.52,14.23,15.01,1019,92,4,0.0,0.183,0.0,None,5
14.61,14.55,14.45,15.1,1018,93,5,0.0,0.183,0.0,None,5
14.61,14.58,14.45,15.1,1018,94,6,0.0,0.171,0.008,None,5
15.14,15.16,14.72,15.66,1019,94,7,0.0,0.224,0.148,None,0
15.75,15.78,15.7,16.72,1019,92,8,0.099,0.0,0.281,Medium,0
17.87,17.78,16.72,17.93,1019,79,9,0.0,0.0,0.185,High,0
19.5,19.18,17.72,19.59,1019,64,10,0.0,0.0,0.191,Very High,0
20.65,20.34,19.72,20.7,1019,60,11,0.0,0.0,0.195,Very High,0
20.15,19.76,18.72,22.32,1019,59,12,0.0,0.0,0.276,Very High,0
20.34,20.02,18.72,22.88,1019,61,13,0.0,0.0,0.218,High,5
19.61,19.19,17.72,22.32,1018,60,14,0.0,0.0,0.193,Very High,5
21.25,20.87,20.57,21.26,1018,55,15,0.359,0.0,0.474,High,5
20.69,20.41,20.01,20.7,1017,61,16,0.67,0.0,0.659,Medium,5
20.03,19.66,17.72,20.15,1017,60,17,0.13,0.0,0.438,Medium,5
20.11,19.8,18.9,20.15,1017,62,18,0.0,0.0,0.21,Medium,5
18.33,17.92,15.72,18.68,1017,65,19,0.092,0.0,0.124,None,5
17.27,16.85,15.72,17.57,1017,69,20,0.423,0.0,0.048,None,5
16.18,15.76,14.72,16.45,1018,73,21,0.606,0.0,0.001,None,0
15.67,15.3,14.45,15.7,1018,77,22,0.0,0.408,0.0,None,1
14.03,13.6,13.72,14.79,1019,81,23,0.0,0.307,0.0,None,1
13.79,13.42,13.34,13.99,1018,84,0,0.0,0.262,0.0,None,0
12.98,12.55,12.57,13.43,1018,85,1,0.0,0.264,0.0,None,5
13.39,12.93,11.72,13.48,1018,82,2,0.0,0.269,0.0,None,6
12.92,12.43,12.57,12.93,1018,83,3,0.0,0.366,0.0,None,7
12.87,12.38,11.72,12.93,1018,83,4,0.0,0.184,0.0,None,1
12.33,11.79,11.68,12.37,1018,83,5,0.0,0.181,0.0,None,5
12.38,11.81,12.01,12.72,1018,82,6,0.0,0.162,0.016,None,5
13.49,12.93,13.12,13.72,1018,78,7,0.0,0.151,0.136,Low,5
15.7,15.1,14.79,15.72,1018,68,8,0.0,0.0,0.181,High,0
17.92,17.31,17.01,17.93,1018,59,9,0.0,0.0,0.181,High,0
19.02,18.41,18.34,19.04,1019,55,10,0.0,0.0,0.187,Very High,7
20.03,19.5,17.72,20.15,1019,54,11,0.0,0.0,0.191,Very High,7
21.09,20.69,17.72,21.45,1019,55,12,0.0,0.0,0.202,Very High,7
22.19,21.8,18.72,22.37,1018,51,13,0.0,0.0,0.334,Very High,1
22.9,22.5,21.45,22.93,1018,48,14,0.0,0.0,0.619,High,6
23.67,23.32,17.72,24.04,1018,47,15,0.0,0.0,0.253,Very High,7
23.67,23.45,17.72,24.04,1017,52,16,0.0,0.0,0.206,Very High,7
23.12,22.92,17.72,23.48,1017,55,17,0.0,0.0,0.194,High,7
22.08,21.88,17.72,22.37,1017,59,18,0.015,0.0,0.167,Medium,7
20.46,20.23,16.72,20.9,1018,64,19,0.155,0.0,0.049,None,7
16.56,16.26,15.72,19.23,1018,76,20,0.185,0.0,0.011,None,7
16.09,15.87,15.57,17.57,1019,81,21,0.202,0.0,0.0,None,7
15.08,14.81,14.72,16.45,1019,83,22,0.0,0.482,0.0,None,7
14.47,14.17,13.72,15.66,1019,84,23,0.0,0.334,0.0,None,7
14.43,14.2,13.72,15.66,1019,87,0,0.0,0.354,0.0,None,7
15.03,14.73,12.72,15.15,1019,82,1,0.0,0.467,0.0,None,7
14.4,14.14,10.72,14.59,1018,86,2,0.0,0.377,0.0,None,7
14.43,14.15,11.72,14.59,1018,85,3,0.0,0.222,0.0,None,7
14.43,14.1,11.45,14.59,1018,83,4,0.0,0.205,0.0,None,7
11.8,11.36,10.72,13.43,1017,89,5,0.0,0.182,0.0,None,7
12.56,12.12,11.72,15.01,1018,86,6,0.0,0.164,0.015,None,7
18.82,18.48,14.72,19.04,1018,66,7,0.0,0.062,0.149,Medium,7
20.55,20.18,17.57,20.7,1018,58,8,0.124,0.0,0.364,Medium,7
21.71,21.35,19.72,21.82,1018,54,9,0.0,0.0,0.245,High,7
23.3,22.97,19.72,23.48,1018,49,10,0.0,0.0,0.25,Very High,7
24.41,24.19,20.72,25.34,1018,49,11,0.0,0.0,0.47,Very High,7
26.04,26.04,21.72,27.01,1017,44,12,0.0,0.0,0.252,Very High,7
26.57,26.57,21.72,27.57,1017,43,13,0.0,0.0,0.191,Very High,7
27.67,27.38,22.72,29.23,1016,40,14,0.0,0.0,0.202,Very High,7
28.63,28.01,20.72,29.79,1016,37,15,0.0,0.0,0.304,Very High,7
29.1,28.62,19.72,29.59,1016,39,16,0.0,0.0,0.297,High,7
27.95,28.14,19.72,29.79,1015,47,17,0.0,0.0,0.281,High,7
27.41,27.82,19.72,28.68,1015,50,18,0.209,0.0,0.237,Medium,7
26.03,26.03,18.72,26.26,1015,56,19,1.673,0.0,0.044,None,7
18.14,18.07,16.72,21.21,1015,79,20,0.402,0.0,0.011,None,7
16.93,16.74,15.72,19.54,1016,79,21,0.269,0.0,0.0,None,7
16.96,16.9,15.72,20.9,1016,84,22,0.0,0.257,0.0,None,7
16.15,16.04,14.72,20.34,1016,85,23,0.0,0.279,0.0,None,7
18.79,18.81,14.72,20.34,1016,80,0,0.0,0.234,0.0,None,7
18.21,18.25,13.72,20.34,1016,83,1,0.0,0.419,0.0,None,7
18.13,18.14,12.72,20.34,1015,82,2,0.0,0.312,0.0,None,1
18.19,18.21,14.45,20.34,1015,82,3,0.0,0.194,0.0,None,6
18.14,18.12,13.72,20.34,1015,81,4,0.0,0.223,0.0,None,6
18.09,18.04,12.72,20.34,1015,80,5,0.0,0.191,0.0,None,0
18.15,18.14,13.72,20.34,1015,81,6,0.0,0.172,0.018,None,0
20.44,20.52,15.72,20.7,1016,76,7,0.0,0.068,0.121,Low,5
21.67,21.82,15.72,22.32,1016,74,8,0.0,0.0,0.198,Medium,5
18.09,17.89,17.72,24.79,1016,74,9,0.0,0.0,0.188,High,0
24.79,24.97,17.72,26.45,1016,63,10,0.229,0.0,0.713,High,6
26.32,26.32,16.72,29.79,1016,60,11,0.0,0.0,0.322,High,0
27.92,29.02,16.72,31.45,1016,57,12,0.0,0.0,0.225,Very High,5
29.04,29.71,18.72,32.57,1016,50,13,0.0,0.0,0.247,High,5
29.04,30.37,19.72,30.9,1016,55,14,0.073,0.0,0.546,High,0
29.04,30.09,20.72,32.01,1016,53,15,0.0,0.0,0.34,Very High,1
29.56,30.56,20.72,32.57,1016,51,16,0.248,0.0,0.647,Medium,7
29.06,29.5,20.72,32.01,1016,48,17,0.0,0.0,0.353,Medium,7
29.02,29.57,19.72,31.45,1015,49,18,0.388,0.0,0.272,Low,7
28.21,29.09,19.72,28.48,1015,54,19,1.255,0.0,0.056,None,7
24.65,25.16,17.72,25.47,1015,76,20,0.651,0.0,0.016,None,7
18.32,18.22,16.72,21.77,1016,77,21,0.617,0.0,0.0,None,7
18.29,18.21,16.72,23.68,1016,78,22,0.0,0.499,0.0,None,6
17.44,17.28,15.72,22.57,1016,78,23,0.0,0.4,0.0,None,5
17.24,17.08,15.72,20.9,1016,79,0,0.0,0.283,0.0,None,5
17.65,17.66,16.72,19.79,1015,84,1,0.0,0.243,0.0,None,5
16.84,16.85,15.72,18.68,1015,87,2,0.0,0.336,0.0,None,5
16.8,16.89,15.72,18.43,1015,90,3,0.0,0.293,0.0,None,5
16.8,16.94,15.72,18.43,1015,92,4,0.0,0.195,0.0,None,0
16.6,16.72,15.72,17.88,1016,92,5,0.0,0.182,0.0,None,3
19.96,20.18,17.72,20.15,1016,83,6,0.0,0.176,0.0,None,3
18.97,19.25,16.72,19.04,1016,89,7,0.0,0.17,0.023,None,6
19.53,19.86,17.72,19.59,1017,89,8,0.155,0.0,0.092,None,1
20.68,21.18,16.72,22.09,1017,91,9,0.089,0.0,0.128,None,7
23.27,23.87,17.72,24.0,1018,85,10,0.14,0.0,0.172,Low,5
24.48,25.05,22.72,25.2,1018,79,11,1.11,0.0,0.632,None,5
22.29,22.59,20.72,25.66,1017,77,12,0.75,0.0,0.766,Medium,5
27.91,29.65,21.72,27.93,1016,63,13,0.0,0.0,0.438,High,5
23.83,23.99,22.72,26.21,1016,66,14,0.0,0.0,0.333,High,5
23.83,23.94,22.72,26.21,1016,64,15,0.018,0.0,0.369,Medium,5
24.69,24.83,23.72,26.77,1016,62,16,0.212,0.0,0.318,None,5
25.64,26.01,23.72,26.77,1016,67,17,0.217,0.0,0.289,None,5
25.09,25.51,23.72,26.68,1016,71,18,0.218,0.0,0.278,None,0
24.45,24.83,21.72,24.59,1016,72,19,1.365,0.0,0.129,None,0
23.83,24.23,19.72,24.04,1016,75,20,0.777,0.0,0.02,None,5
22.67,23.06,17.72,22.93,1017,79,21,0.623,0.0,0.0,None,5
21.81,22.19,20.01,21.82,1017,82,22,0.0,0.433,0.0,None,5
21.77,22.17,19.45,21.82,1017,83,23,0.0,0.444,0.0,None,0
21.47,21.79,15.72,21.82,1017,81,0,0.0,0.442,0.0,None,0
17.24,17.27,15.72,20.9,1018,86,1,0.0,0.33,0.0,None,1
17.61,17.72,16.72,18.99,1017,88,2,0.0,0.305,0.0,None,1
20.39,20.81,15.72,20.7,1017,89,3,0.0,0.275,0.0,None,1
16.84,16.98,15.72,18.68,1017,92,4,0.0,0.206,0.0,None,7
19.88,20.25,15.72,20.15,1017,89,5,0.0,0.176,0.0,None,7
19.86,20.3,15.72,20.15,1018,92,6,0.0,0.14,0.04,None,7
20.49,21.02,16.72,20.7,1018,93,7,0.0,0.303,0.059,None,7
21.58,22.12,16.72,21.82,1018,89,8,0.083,0.0,0.218,Medium,1
23.46,24.08,17.72,23.48,1018,85,9,0.0,0.0,0.2,High,7
24.7,25.26,19.72,25.62,1018,78,10,0.0,0.0,0.185,Very High,0
25.74,26.28,19.72,26.58,1018,73,11,0.083,0.0,0.775,Medium,6
27.49,29.3,18.72,28.68,1018,66,12,0.107,0.0,0.445,Very High,7
28.55,30.85,18.72,30.34,1017,64,13,0.0,0.0,0.207,Very High,1
21.4,21.32,18.72,30.9,1018,66,14,0.0,0.0,0.187,Very High,6
21.22,21.09,18.72,30.9,1017,65,15,0.0,0.0,0.3,Very High,6
27.02,28.56,20.72,28.68,1017,66,16,0.0,0.0,0.349,High,0
26.98,28.5,19.72,27.37,1016,66,17,0.0,0.0,0.307,High,6
26.45,26.45,17.72,27.37,1016,66,18,0.051,0.0,0.283,Medium,6
24.43,24.83,17.72,25.41,1016,73,19,0.304,0.0,0.06,None,6
23.03,23.35,17.72,24.7,1016,75,20,0.414,0.0,0.019,None,1
18.32,18.22,16.72,21.77,1016,77,21,0.438,0.0,0.0,None,1
21.51,21.86,15.72,22.57,1017,82,22,0.0,0.386,0.0,None,7
21.53,21.91,16.72,21.82,1017,83,23,0.0,0.371,0.0,None,7
20.98,21.35,16.72,21.26,1017,85,0,0.0,0.385,0.0,None,7
20.93,21.32,15.72,21.26,1017,86,1,0.0,0.364,0.0,None,1
20.39,20.73,15.72,20.7,1017,86,2,0.0,0.353,0.0,None,6
20.43,20.83,16.72,20.7,1017,88,3,0.0,0.223,0.0,None,0
19.88,20.22,15.72,20.15,1016,88,4,0.0,0.19,0.0,None,5
19.88,20.25,15.72,20.15,1017,89,5,0.0,0.19,0.0,None,0
19.87,20.26,15.72,20.15,1017,90,6,0.0,0.159,0.014,None,0
23.09,23.41,15.72,23.48,1017,75,7,0.0,0.081,0.165,Low,6
23.85,24.33,16.72,24.04,1017,78,8,0.0,0.0,0.314,Medium,7
24.41,24.97,17.72,24.59,1017,79,9,0.0,0.0,0.3,High,7
26.01,26.01,25.18,26.87,1018,66,10,0.0,0.0,0.288,Very High,7
29.65,30.99,19.72,30.15,1017,53,11,0.0,0.0,0.302,Very High,1
28.11,29.61,27.08,30.9,1017,60,12,0.0,0.0,0.288,Very High,7
30.71,31.78,19.72,32.01,1017,48,13,0.0,0.0,0.299,Very High,7
31.06,34.48,18.72,32.57,1016,58,14,0.0,0.0,0.425,Very High,1
30.63,33.62,20.72,31.45,1016,58,15,0.0,0.0,0.316,Very High,1
22.81,22.66,19.72,32.57,1016,58,16,0.0,0.0,0.285,High,0
21.06,20.79,20.72,29.23,1016,60,17,0.0,0.0,0.28,High,0
22.34,22.22,19.72,27.57,1017,61,18,0.0,0.0,0.265,Medium,0
22.91,22.98,22.72,24.45,1016,66,19,0.863,0.0,0.061,None,0
20.24,20.36,20.15,23.34,1016,78,20,0.822,0.0,0.028,None,0
21.22,21.17,18.72,23.99,1017,68,21,0.569,0.0,0.0,None,0
21.26,21.19,19.72,23.43,1018,67,22,0.0,0.681,0.0,None,5
21.14,21.01,17.72,22.88,1018,65,23,0.0,0.555,0.0,None,1
21.81,21.64,20.57,21.82,1018,61,0,0.0,0.469,0.0,None,7
21.02,20.87,16.72,21.26,1019,65,1,0.0,0.236,0.0,None,7
19.92,19.74,15.72,20.9,1019,68,2,0.0,0.183,0.0,None,7
20.94,20.73,15.72,21.26,1019,63,3,0.0,0.155,0.0,None,7
20.94,20.79,15.72,21.26,1019,65,4,0.0,0.161,0.0,None,7
20.62,20.54,18.43,20.9,1019,69,5,0.0,0.173,0.0,None,7
20.65,20.6,18.99,21.12,1019,70,6,0.0,0.163,0.012,None,7
22.15,22.14,17.72,22.37,1020,66,7,0.0,0.231,0.169,None,7
24.54,24.59,22.72,24.59,1020,59,8,0.0,0.0,0.279,Medium,7
25.51,25.63,21.72,25.7,1020,58,9,0.0,0.0,0.219,High,7
26.9,27.69,26.45,29.54,1021,56,10,0.0,0.0,0.235,Very High,6
24.22,24.16,23.72,28.68,1021,56,11,0.0,0.0,0.236,Very High,6
26.18,26.18,25.72,30.01,1021,55,12,0.0,0.0,0.322,Very High,6
26.06,26.06,25.72,30.9,1020,56,13,0.0,0.0,0.225,Very High,6
30.46,31.09,25.72,31.45,1020,46,14,0.0,0.0,0.292,Very High,0
30.99,31.36,25.72,32.57,1020,43,15,0.0,0.0,0.43,High,6
31.52,31.94,25.72,32.57,1020,42,16,0.0,0.0,0.283,High,7
32.62,33.61,26.72,32.93,1020,42,17,0.001,0.0,0.27,High,3
31.56,33.14,26.72,31.82,1020,48,18,0.081,0.0,0.296,Low,7
29.45,30.69,26.72,29.59,1020,53,19,0.327,0.0,0.06,None,7
24.87,25.14,24.72,26.12,1020,66,20,0.303,0.0,0.014,None,7
23.86,24.02,23.72,25.01,1020,66,21,0.263,0.0,0.0,None,7
25.47,25.9,23.68,25.66,1021,70,22,0.0,0.38,0.0,None,7
23.12,23.52,21.72,25.1,1021,78,23,0.0,0.418,0.0,None,7
22.27,22.59,20.72,24.54,1021,78,0,0.0,0.331,0.0,None,7
23.87,24.22,20.34,24.45,1021,73,1,0.0,0.327,0.0,None,7
24.88,25.04,19.79,25.1,1021,62,2,0.0,0.396,0.0,None,7
24.64,24.67,19.23,24.72,1022,58,3,0.0,0.29,0.0,None,7
24.36,24.34,18.68,24.72,1022,57,4,0.0,0.297,0.0,None,7
23.36,23.19,18.12,23.72,1022,55,5,0.0,0.293,0.0,None,7
23.36,23.16,19.79,23.72,1023,54,6,0.0,0.274,0.013,None,7
23.3,22.7,22.01,24.72,1023,39,7,0.0,0.159,0.145,Low,7
24.2,23.64,24.04,26.77,1023,37,8,0.0,0.0,0.22,Medium,7
25.3,24.85,25.15,27.88,1024,37,9,0.0,0.0,0.213,High,7
26.97,26.74,26.82,29.23,1024,38,10,0.0,0.0,0.215,Very High,7
29.56,28.64,28.34,30.9,1024,34,11,0.0,0.0,0.227,Very High,7
29.73,28.98,29.59,32.01,1024,36,12,0.0,0.0,0.286,Very High,7
31.33,30.18,31.21,32.79,1023,31,13,0.0,0.0,0.344,Very High,7
32.9,32.17,31.77,33.34,1023,32,14,0.0,0.0,0.514,Very High,7
33.45,32.27,32.32,33.9,1022,28,15,0.0,0.0,0.465,High,7
34.01,32.67,32.88,34.45,1022,26,16,0.0,0.0,0.549,High,7
34.53,33.02,32.88,34.59,1021,24,17,0.034,0.0,0.599,Low,7
34.23,32.66,28.72,34.59,1021,24,18,0.212,0.0,0.311,None,7
29.01,29.32,27.72,31.12,1021,47,19,0.467,0.0,0.05,None,7
28.43,28.05,25.72,30.9,1021,40,20,0.403,0.0,0.01,None,7
24.1,23.74,23.72,27.23,1022,45,21,0.284,0.0,0.0,None,7
24.11,24.14,21.72,27.32,1022,60,22,0.0,0.426,0.0,None,7
23.07,23.0,20.72,26.21,1022,60,23,0.0,0.438,0.0,None,7
22.87,22.81,20.72,26.12,1022,61,0,0.0,0.287,0.0,None,7
23.0,22.92,20.34,25.57,1022,60,1,0.0,0.162,0.0,None,7
24.68,24.59,21.45,25.01,1022,53,2,0.0,0.179,0.0,None,7
21.29,20.81,18.93,24.72,1022,51,3,0.0,0.175,0.0,None,7
20.71,20.14,18.28,24.72,1022,50,4,0.0,0.167,0.0,None,7
20.29,19.65,17.99,24.72,1022,49,5,0.0,0.161,0.0,None,7
24.44,24.3,19.23,24.72,1023,52,6,0.0,0.163,0.01,None,7
24.64,24.02,21.45,25.72,1023,33,7,0.0,0.138,0.175,Low,7
25.75,25.24,24.23,26.72,1023,33,8,0.0,0.0,0.224,Medium,7
27.49,26.87,27.23,29.54,1023,33,9,0.0,0.0,0.325,High,7
29.16,28.2,28.9,31.45,1022,33,10,0.0,0.0,0.327,Very High,7
31.9,31.07,31.12,33.12,1022,33,11,0.0,0.0,0.241,Very High,7
32.08,30.79,31.82,34.23,1022,29,12,0.0,0.0,0.246,Very High,7
33.54,32.24,33.43,35.9,1021,27,13,0.093,0.0,0.796,High,7
34.59,32.95,34.54,35.34,1021,23,14,0.0,0.0,0.395,Very High,7
35.51,34.06,31.72,35.9,1020,23,15,0.0,0.0,0.288,High,7
35.99,34.49,30.72,36.26,1020,22,16,0.0,0.0,0.29,High,7
37.05,35.64,30.72,37.37,1019,21,17,0.0,0.0,0.266,High,7
36.37,34.97,27.72,36.82,1019,22,18,0.044,0.0,0.252,Medium,7
30.74,31.66,27.72,32.57,1019,47,19,0.346,0.0,0.046,None,7
28.44,29.17,24.72,29.9,1019,52,20,0.399,0.0,0.008,None,7
24.28,24.15,23.72,28.9,1019,53,21,0.304,0.0,0.0,None,7
22.38,22.24,21.72,27.79,1020,60,22,0.0,0.326,0.0,None,7
24.89,25.21,22.72,27.88,1019,68,23,0.0,0.394,0.0,None,7
23.23,23.44,20.72,26.77,1020,70,0,0.0,0.356,0.0,None,7
23.86,24.21,22.57,25.66,1019,73,1,0.0,0.354,0.0,None,7
22.88,23.23,20.9,24.54,1019,77,2,0.0,0.281,0.0,None,7
22.8,23.12,20.34,25.57,1019,76,3,0.0,0.271,0.0,None,7
19.92,19.87,17.72,23.43,1019,73,4,0.0,0.288,0.0,None,7
20.75,20.58,18.72,23.99,1019,65,5,0.0,0.26,0.0,None,7
20.36,19.97,18.79,22.72,1020,58,6,0.0,0.136,0.011,None,7
23.05,22.82,21.54,26.72,1020,54,7,0.0,0.224,0.175,Low,7
28.49,27.57,25.9,28.72,1020,32,8,0.302,0.0,0.311,Medium,7
30.18,29.0,29.79,30.72,1020,31,9,0.0,0.0,0.333,High,7
31.34,30.3,31.26,33.12,1020,32,10,0.205,0.0,0.873,Medium,7
33.89,33.14,30.72,35.34,1020,30,11,0.088,0.0,0.535,High,7
35.28,34.87,26.72,37.57,1019,29,12,0.0,0.0,0.23,Very High,7
36.46,35.68,29.72,38.12,1019,25,13,0.0,0.0,0.203,Very High,7
36.93,35.14,28.72,38.12,1018,19,14,0.0,0.0,0.327,Very High,7
36.98,35.37,29.72,39.23,1018,20,15,0.232,0.0,0.777,Medium,7
37.52,38.94,29.72,39.23,1018,31,16,0.0,0.0,0.452,High,7
34.3,34.28,28.72,38.12,1018,33,17,0.024,0.0,0.36,Medium,7
32.78,32.85,29.72,36.45,1018,37,18,0.182,0.0,0.273,Low,7
32.37,32.45,28.72,32.37,1018,38,19,0.373,0.0,0.073,None,7
30.71,30.82,25.72,32.66,1018,42,20,0.332,0.0,0.017,None,7
27.64,28.39,21.72,29.58,1018,54,21,0.434,0.0,0.0,None,7
20.35,19.98,19.72,26.45,1019,59,22,0.0,0.665,0.0,None,7
25.36,25.39,18.72,25.7,1019,55,23,0.0,0.45,0.0,None,7
20.72,20.6,17.72,25.1,1018,67,0,0.0,0.479,0.0,None,7
20.21,20.22,17.72,23.99,1018,74,1,0.0,0.436,0.0,None,7
17.99,17.91,15.72,22.88,1018,79,2,0.0,0.368,0.0,None,7
19.18,19.24,17.72,22.32,1017,80,3,0.0,0.316,0.0,None,7
23.8,23.72,15.72,24.04,1017,57,4,0.0,0.196,0.0,None,7
22.7,22.59,14.72,22.93,1017,60,5,0.0,0.191,0.0,None,1
23.24,23.21,15.72,23.48,1017,61,6,0.0,0.226,0.013,None,0
25.66,25.93,16.72,25.7,1017,63,7,0.0,0.07,0.144,Low,7
26.06,26.06,18.72,26.26,1017,62,8,0.0,0.0,0.193,Medium,7
21.18,20.97,20.72,29.79,1017,62,9,0.0,0.0,0.223,High,7
28.11,29.97,20.72,32.57,1017,63,10,0.789,0.0,0.935,None,7
30.04,32.91,28.65,34.23,1016,60,11,0.25,0.0,0.805,Medium,7
31.31,34.99,29.88,35.34,1016,58,12,0.0,0.0,0.388,Very High,7
24.15,24.11,19.72,36.45,1016,57,13,0.0,0.0,0.318,Very High,7
22.06,21.89,17.72,36.45,1015,60,14,0.0,0.0,0.375,Very High,7
21.21,20.95,17.72,37.57,1015,60,15,0.0,0.0,0.332,Very High,7
21.61,21.45,18.72,37.01,1015,62,16,0.0,0.0,0.342,High,7
20.78,20.61,17.72,35.9,1015,65,17,0.025,0.0,0.461,Medium,7
27.33,27.74,16.72,33.68,1015,50,18,0.216,0.0,0.306,None,7
25.19,25.2,16.72,31.45,1015,55,19,0.406,0.0,0.073,None,7
23.27,23.22,15.72,23.48,1015,60,20,0.374,0.0,0.018,None,7
20.47,20.3,15.72,26.45,1015,66,21,0.353,0.0,0.0,None,7
18.82,18.74,14.72,24.79,1017,76,22,0.0,0.56,0.0,None,1
17.28,17.23,14.72,23.12,1017,83,23,0.0,0.393,0.0,None,1
16.75,16.75,14.72,22.01,1016,87,0,0.0,0.439,0.0,None,6
16.22,16.2,14.72,20.34,1016,88,1,0.0,0.331,0.0,None,0
15.7,15.68,14.72,16.77,1015,90,2,0.0,0.398,0.0,None,0
15.7,15.7,14.72,16.77,1014,91,3,0.0,0.31,0.0,None,0
15.15,15.1,14.45,16.21,1014,91,4,0.0,0.231,0.0,None,0
15.15,15.12,14.72,15.66,1014,92,5,0.0,0.188,0.0,None,0
15.7,15.73,14.72,15.7,1015,92,6,0.0,0.155,0.001,None,5
17.85,18.04,14.72,18.58,1015,90,7,0.0,0.095,0.059,None,5
19.23,19.48,14.72,20.07,1015,87,8,0.038,0.0,0.147,Low,0
22.32,22.72,16.72,23.43,1015,81,9,0.078,0.0,0.182,High,0
24.11,24.53,17.72,27.88,1015,75,10,0.0,0.0,0.434,High,5
25.66,26.14,23.55,27.88,1015,71,11,0.0,0.0,0.227,Very High,5
26.87,28.49,24.74,28.1,1015,68,12,0.0,0.0,0.18,Very High,5
27.81,29.71,25.74,29.14,1014,65,13,0.0,0.0,0.182,Very High,5
21.78,21.68,19.72,26.21,1014,64,14,0.0,0.0,0.185,High,7
21.6,21.51,19.72,25.66,1014,65,15,0.0,0.0,0.233,Very High,7
23.1,23.11,20.72,34.23,1014,63,16,0.0,0.0,0.183,High,7
22.12,22.08,18.72,34.23,1013,65,17,0.0,0.0,0.229,High,6
29.46,31.66,18.72,33.12,1013,59,18,0.493,0.0,0.245,Medium,6
27.87,29.59,18.72,33.12,1013,63,19,1.166,0.0,0.095,None,0
28.14,30.53,17.72,28.48,1013,67,20,0.654,0.0,0.04,None,0
26.49,26.49,16.72,26.82,1013,71,21,0.389,0.0,0.0,None,0
25.09,25.56,15.72,29.23,1013,73,22,0.0,0.427,0.0,None,5
