dt,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,date,hour,normal,economic_schedule,self-consumption
1676664000,local,12.17,10.9,11.38,16.21,1027,,,56,1.85,,0,sky is clear,2023-02-17,20,0.429,0.0,0.0
1676667600,local,10.6,9.23,8.72,15.66,1027,,,58,2.27,,0,sky is clear,2023-02-17,21,0.538,0.0,0.0
1676671200,local,10.91,9.75,9.72,14.54,1027,,,65,2.25,,0,sky is clear,2023-02-17,22,0.0,0.579,0.0
1676674800,local,11.67,10.54,10.72,14.54,1028,,,63,2.25,,0,sky is clear,2023-02-17,23,0.0,0.568,0.0
1676678400,local,12.2,11.07,11.45,13.43,1027,,,61,2.42,,0,sky is clear,2023-02-18,0,0.0,0.529,0.0
1676682000,local,11.19,9.98,10.34,12.32,1027,,,62,2.45,,0,sky is clear,2023-02-18,1,0.0,0.476,0.0
1676685600,local,9.66,8.41,8.72,13.34,1027,,,66,2.51,,0,sky is clear,2023-02-18,2,0.0,0.421,0.0
1676689200,local,12.52,11.58,10.9,12.82,1027,,,67,2.7,,0,sky is clear,2023-02-18,3,0.0,0.275,0.0
1676692800,local,13.12,12.24,10.9,13.82,1027,,,67,2.85,,0,sky is clear,2023-02-18,4,0.0,0.268,0.0
1676696400,local,11.66,10.6,10.9,12.23,1027,,,66,2.98,,0,sky is clear,2023-02-18,5,0.0,0.265,0.0
1676700000,local,12.39,11.36,9.23,12.82,1027,,,64,3.07,,0,sky is clear,2023-02-18,6,0.0,1.387,0.0
1676703600,local,11.54,10.45,8.12,12.23,1027,,,65,3.11,,0,sky is clear,2023-02-18,7,0.0,0.481,0.005
1676707200,local,10.99,9.82,6.38,11.82,1027,,,64,3.3,,0,sky is clear,2023-02-18,8,0.016,0.0,0.238
1676710800,local,12.76,11.66,9.15,13.82,1028,,,60,3.76,,1,sky is clear,2023-02-18,9,0.0,0.0,0.26
1676714400,local,16.44,15.08,11.38,16.82,1028,,,36,3.29,,4,sky is clear,2023-02-18,10,0.222,0.0,0.564
1676718000,local,17.52,16.32,15.26,17.93,1028,,,38,3.53,,6,sky is clear,2023-02-18,11,1.301,0.0,0.954
1676721600,local,18.48,17.32,17.23,20.34,1028,,,36,3.49,,8,sky is clear,2023-02-18,12,2.131,0.0,0.995
1676725200,local,19.57,18.55,17.79,20.34,1027,,,37,2.91,,10,sky is clear,2023-02-18,13,0.004,0.0,0.584
1676728800,local,19.56,18.56,16.21,20.82,1027,,,38,2.26,,13,few clouds,2023-02-18,14,0.86,0.0,0.448
1676732400,local,19.34,18.37,16.77,20.34,1026,,,40,1.62,,26,scattered clouds,2023-02-18,15,0.024,0.0,0.282
1676736000,local,18.79,17.82,16.72,20.34,1026,,,42,0.79,,45,scattered clouds,2023-02-18,16,0.237,0.0,0.18
1676739600,local,18.11,17.13,14.72,19.79,1026,,,44,0.45,,66,broken clouds,2023-02-18,17,0.843,0.0,0.02
1676743200,local,14.94,13.77,14.72,15.66,1026,,,49,1.49,,62,broken clouds,2023-02-18,18,0.883,0.0,0.0
1676746800,local,14.02,12.91,13.72,15.1,1026,,,55,1.69,,33,scattered clouds,2023-02-18,19,0.514,0.0,0.0
1676750400,local,14.02,13.2,13.72,15.1,1027,,,66,1.67,,73,broken clouds,2023-02-18,20,0.643,0.0,0.0
1676754000,local,13.92,13.2,13.72,14.54,1027,,,70,1.91,,88,overcast clouds,2023-02-18,21,0.601,0.0,0.0
1676757600,local,12.45,11.58,11.72,14.79,1027,,,70,1.88,,71,broken clouds,2023-02-18,22,0.0,0.586,0.0
1676761200,local,14.72,13.68,10.72,15.15,1027,,,55,1.57,,34,scattered clouds,2023-02-18,23,0.0,0.582,0.0
1676764800,local,10.76,9.95,9.72,13.68,1026,,,79,1.65,,3,sky is clear,2023-02-19,0,0.0,1.6,0.0
1676768400,local,9.91,9.24,8.72,13.34,1026,,,82,1.82,,5,sky is clear,2023-02-19,1,0.0,0.541,0.0
1676772000,local,10.36,9.54,9.72,12.79,1026,,,80,2.02,,5,sky is clear,2023-02-19,2,0.0,0.344,0.0
1676775600,local,9.48,8.44,8.72,12.23,1026,,,80,2.18,,4,sky is clear,2023-02-19,3,0.0,0.357,0.0
1676779200,local,10.94,10.05,10.72,12.23,1025,,,75,2.22,,3,sky is clear,2023-02-19,4,0.0,0.3,0.0
1676782800,local,10.79,9.86,10.66,11.68,1025,,,74,2.36,,5,sky is clear,2023-02-19,5,0.0,0.332,0.0
1676786400,local,10.08,9.08,9.72,12.23,1025,,,74,2.41,,10,sky is clear,2023-02-19,6,0.0,0.328,0.0
1676790000,local,9.83,8.68,9.72,12.23,1025,,,72,2.42,,12,few clouds,2023-02-19,7,0.0,0.348,0.011
1676793600,local,8.55,6.93,7.72,13.34,1026,,,70,2.75,,35,scattered clouds,2023-02-19,8,0.103,0.0,0.211
1676797200,local,11.89,10.96,11.72,13.9,1026,,,70,3.09,,57,broken clouds,2023-02-19,9,0.19,0.0,0.282
1676800800,local,15.73,14.98,13.68,15.82,1026,,,62,2.54,0.13,41,light rain,2023-02-19,10,0.0,0.0,0.331
1676804400,local,16.73,15.89,16.12,17.01,1026,,,55,2.3,,39,scattered clouds,2023-02-19,11,0.224,0.0,0.514
1676808000,local,17.74,16.95,17.23,18.68,1025,,,53,2.56,0.13,22,light rain,2023-02-19,12,1.068,0.0,0.976
1676811600,local,18.78,18.07,18.72,21.45,1024,,,52,2.49,0.15,45,light rain,2023-02-19,13,0.297,0.0,0.54
1676815200,local,19.55,18.92,18.6,22.01,1024,,,52,2.03,0.35,58,light rain,2023-02-19,14,0.423,0.0,0.498
1676818800,local,18.01,17.2,17.32,21.45,1023,,,51,1.64,,37,scattered clouds,2023-02-19,15,0.781,0.0,0.249
1676822400,local,17.51,16.65,16.72,20.9,1022,,,51,1.16,,11,few clouds,2023-02-19,16,0.146,0.0,0.235
1676826000,local,17.51,16.78,16.72,20.82,1023,,,56,0.52,,2,sky is clear,2023-02-19,17,0.245,0.0,0.062
1676829600,local,16.06,15.29,15.72,18.9,1023,,,60,1.08,,2,sky is clear,2023-02-19,18,0.472,0.0,0.0
1676833200,local,15.15,14.37,14.72,16.77,1023,,,63,1.79,,21,few clouds,2023-02-19,19,0.968,0.0,0.0
1676836800,local,14.31,13.6,13.72,16.12,1023,,,69,2.01,,19,few clouds,2023-02-19,20,0.705,0.0,0.0
1676840400,local,13.58,12.87,12.72,16.12,1023,,,72,1.96,,50,scattered clouds,2023-02-19,21,0.573,0.0,0.0
1676844000,local,13.09,12.44,11.72,16.12,1023,,,76,1.95,,1,sky is clear,2023-02-19,22,0.0,0.484,0.0
1676847600,local,12.47,11.78,10.72,16.12,1023,,,77,2.19,,21,few clouds,2023-02-19,23,0.0,0.524,0.0
1676851200,local,13.38,12.76,12.01,15.57,1022,,,76,2.32,,53,broken clouds,2023-02-20,0,0.0,0.52,0.0
1676854800,local,12.56,11.86,11.72,15.01,1022,,,76,2.43,,40,scattered clouds,2023-02-20,1,0.0,0.443,0.0
1676858400,local,11.38,10.53,9.72,14.45,1021,,,75,2.51,,45,scattered clouds,2023-02-20,2,0.0,0.274,0.0
1676862000,local,12.4,11.71,11.45,15.57,1021,,,77,2.62,,94,overcast clouds,2023-02-20,3,0.0,0.312,0.0
1676865600,local,11.79,11.01,10.72,15.01,1021,,,76,2.67,,97,overcast clouds,2023-02-20,4,0.0,0.256,0.0
1676869200,local,12.94,12.27,12.01,15.01,1021,,,76,2.77,,96,overcast clouds,2023-02-20,5,0.0,0.244,0.0
1676872800,local,14.01,13.4,11.45,14.72,1021,,,74,2.84,,96,overcast clouds,2023-02-20,6,0.0,0.25,0.0
1676876400,local,14.62,14.07,12.01,15.72,1021,,,74,2.93,,86,overcast clouds,2023-02-20,7,0.0,1.045,0.0
1676880000,local,14.24,13.6,12.01,14.72,1021,,,72,3.2,,95,overcast clouds,2023-02-20,8,0.484,0.0,0.046
1676883600,local,14.28,13.59,13.12,15.01,1021,,,70,3.55,,97,overcast clouds,2023-02-20,9,0.134,0.0,0.123
1676887200,local,16.69,15.72,13.6,16.82,1022,,,50,3.49,,95,overcast clouds,2023-02-20,10,0.027,0.0,0.242
1676890800,local,17.32,16.41,15.66,17.72,1022,,,50,3.24,,95,overcast clouds,2023-02-20,11,0.109,0.0,0.286
1676894400,local,18.45,17.63,16.21,19.72,1021,,,49,3.18,,93,overcast clouds,2023-02-20,12,0.993,0.0,0.475
1676898000,local,19.5,18.71,17.32,19.79,1020,,,46,2.32,,93,overcast clouds,2023-02-20,13,0.0,0.0,0.243
1676901600,local,20.45,19.7,17.72,20.7,1020,,,44,1.33,,93,overcast clouds,2023-02-20,14,0.01,0.0,0.228
1676905200,local,19.96,19.21,17.72,20.9,1019,,,46,1.2,,98,overcast clouds,2023-02-20,15,0.073,0.0,0.166
1676908800,local,19.7,19.03,17.72,20.15,1019,,,50,1.37,,99,overcast clouds,2023-02-20,16,0.18,0.0,0.064
1676912400,local,17.85,17.05,16.72,18.68,1020,,,52,1.27,,100,overcast clouds,2023-02-20,17,0.254,0.0,0.004
1676916000,local,17.17,16.35,13.72,17.37,1020,,,54,1.27,,99,overcast clouds,2023-02-20,18,0.333,0.0,0.0
1676919600,local,16.67,15.88,13.9,16.82,1020,,,57,1.16,,99,overcast clouds,2023-02-20,19,0.42,0.0,0.0
1676923200,local,15.54,14.9,12.72,15.7,1020,,,67,1.99,,97,overcast clouds,2023-02-20,20,0.534,0.0,0.0
1676926800,local,14.51,13.95,12.72,15.1,1020,,,74,1.9,,96,overcast clouds,2023-02-20,21,0.601,0.0,0.0
1676930400,local,14.03,13.47,12.79,14.54,1020,,,76,1.72,,94,overcast clouds,2023-02-20,22,0.0,0.594,0.0
1676934000,local,13.75,13.4,12.79,13.99,1020,,,85,1.61,,92,overcast clouds,2023-02-20,23,0.0,0.561,0.0
1676937600,local,13.5,13.1,12.79,13.99,1020,,,84,1.45,,95,overcast clouds,2023-02-21,0,0.0,0.569,0.0
1676941200,local,12.98,12.58,12.23,13.72,1020,,,86,1.43,,93,overcast clouds,2023-02-21,1,0.0,0.561,0.0
1676944800,local,12.98,12.5,12.01,13.72,1019,,,83,1.46,,97,overcast clouds,2023-02-21,2,0.0,0.509,0.0
1676948400,local,12.87,12.59,11.12,13.43,1019,,,91,1.39,,98,overcast clouds,2023-02-21,3,0.0,0.494,0.0
1676952000,local,12.67,12.37,11.12,12.88,1019,,,91,1.21,,90,overcast clouds,2023-02-21,4,0.0,0.491,0.0
1676955600,local,12.39,11.8,10.57,12.88,1019,,,81,1.15,,77,broken clouds,2023-02-21,5,0.0,0.422,0.0
1676959200,local,12.34,11.77,10.57,12.88,1019,,,82,1.17,,54,broken clouds,2023-02-21,6,0.0,0.264,0.0
1676962800,local,12.33,11.71,10.01,12.37,1019,,,80,1.22,,43,scattered clouds,2023-02-21,7,0.0,0.262,0.003
1676966400,local,12.26,11.66,9.45,12.37,1020,,,81,1.2,,40,scattered clouds,2023-02-21,8,0.21,0.0,0.052
1676970000,local,12.56,12.01,9.45,12.93,1020,,,82,1.48,,31,scattered clouds,2023-02-21,9,0.183,0.0,0.158
1676973600,local,14.36,13.81,10.82,14.59,1020,,,75,1.19,0.15,63,light rain,2023-02-21,10,0.212,0.0,0.196
1676977200,local,15.0,14.54,12.23,15.15,1021,,,76,1.7,0.13,51,light rain,2023-02-21,11,0.01,0.0,0.361
1676980800,local,14.53,14.05,13.72,15.34,1021,,,77,1.82,,47,scattered clouds,2023-02-21,12,0.617,0.0,0.345
1676984400,local,15.63,15.29,14.45,16.45,1020,,,78,1.69,,70,broken clouds,2023-02-21,13,0.536,0.0,0.085
1676988000,local,15.63,15.31,13.9,16.93,1020,,,79,2.82,1.13,62,moderate rain,2023-02-21,14,0.308,0.0,0.227
1676991600,local,14.05,13.83,13.72,15.1,1020,,,89,3.02,0.33,89,light rain,2023-02-21,15,0.354,0.0,0.209
1676995200,local,14.03,13.81,12.79,14.54,1019,,,89,3.16,0.68,65,light rain,2023-02-21,16,0.422,0.0,0.064
1676998800,local,14.02,13.8,12.79,15.26,1020,,,89,2.8,,56,broken clouds,2023-02-21,17,0.464,0.0,0.013
1677002400,local,12.98,12.66,12.23,13.72,1020,,,89,1.53,,51,broken clouds,2023-02-21,18,0.533,0.0,0.0
1677006000,local,12.93,12.6,12.23,13.43,1021,,,89,1.3,,61,broken clouds,2023-02-21,19,2.77,0.0,0.0
1677009600,local,12.38,12.02,12.23,12.72,1021,,,90,1.51,,42,scattered clouds,2023-02-21,20,1.482,0.0,0.0
1677013200,local,12.38,12.05,12.23,12.72,1021,,,91,1.55,,62,broken clouds,2023-02-21,21,0.715,0.0,0.0
1677016800,local,11.81,11.45,11.68,12.01,1021,,,92,1.42,,67,broken clouds,2023-02-21,22,0.0,0.56,0.0
1677020400,local,11.84,11.48,11.12,12.88,1021,,,92,1.01,,82,broken clouds,2023-02-21,23,0.0,0.738,0.0
1677024000,local,11.84,11.48,11.12,12.88,1021,,,92,1.31,,86,overcast clouds,2023-02-22,0,0.0,0.427,0.0
1677027600,local,11.78,11.44,10.72,12.32,1021,,,93,1.31,,86,overcast clouds,2023-02-22,1,0.0,0.236,0.0
1677031200,local,11.83,11.5,11.12,12.32,1021,,,93,0.71,,100,overcast clouds,2023-02-22,2,0.0,0.385,0.0
1677034800,local,11.83,11.5,11.72,12.32,1021,,,93,0.71,,100,overcast clouds,2023-02-22,3,0.0,0.32,0.0
1677038400,local,11.29,10.9,11.12,12.01,1021,,,93,0.71,,100,overcast clouds,2023-02-22,4,0.0,0.242,0.0
1677042000,local,11.29,10.93,10.57,12.01,1021,,,94,0.8,,100,light rain,2023-02-22,5,0.0,0.247,0.0
1677045600,local,11.29,10.93,10.57,12.01,1021,,,94,0.8,,100,light rain,2023-02-22,6,0.0,0.254,0.0
1677049200,local,11.25,10.88,10.57,12.01,1021,,,94,0.8,,100,light rain,2023-02-22,7,0.0,0.573,0.0
1677052800,local,10.73,10.31,10.57,12.01,1021,,,94,0.66,,100,overcast clouds,2023-02-22,8,0.696,0.0,0.048
1677056400,local,10.78,10.37,10.7,12.01,1021,,,94,0.66,,100,overcast clouds,2023-02-22,9,0.168,0.0,0.235
1677060000,local,10.85,10.45,10.7,12.79,1021,,,94,0.66,,100,overcast clouds,2023-02-22,10,0.546,0.0,0.783
1677063600,local,11.9,11.6,11.82,12.88,1021,,,94,1.28,,96,light rain,2023-02-22,11,0.208,0.0,0.518
1677067200,local,13.49,13.14,12.79,13.72,1021,,,86,1.28,,96,light rain,2023-02-22,12,0.0,0.0,0.403
1677070800,local,14.05,13.65,12.01,14.72,1021,,,82,1.28,,96,light rain,2023-02-22,13,0.172,0.0,0.302
1677074400,local,14.0,13.6,12.01,14.15,1019,,,82,3.48,,100,overcast clouds,2023-02-22,14,0.03,0.0,0.344
1677078000,local,13.49,13.11,12.01,14.71,1019,,,85,3.48,,100,overcast clouds,2023-02-22,15,0.177,0.0,0.243
1677081600,local,12.96,12.64,12.93,13.9,1019,,,89,3.48,,100,overcast clouds,2023-02-22,16,0.258,0.0,0.191
1677085200,local,12.13,11.77,11.82,13.6,1019,,,91,3.5,,58,light rain,2023-02-22,17,0.241,0.0,0.039
1677088800,local,11.87,11.46,11.45,13.04,1019,,,90,3.5,,58,light rain,2023-02-22,18,1.128,0.0,0.0
1677092400,local,10.78,10.21,10.34,11.77,1019,,,88,3.5,,58,light rain,2023-02-22,19,0.518,0.0,0.0
1677096000,local,9.69,7.82,9.59,11.21,1019,,,88,3.58,,74,light rain,2023-02-22,20,1.229,0.0,0.0
1677099600,local,9.63,7.75,9.23,10.66,1019,,,88,3.58,,74,light rain,2023-02-22,21,1.321,0.0,0.0
1677103200,local,8.49,6.36,8.48,8.9,1019,,,88,3.58,,74,light rain,2023-02-22,22,0.0,0.6,0.0
1677106800,local,7.92,5.56,7.72,8.12,1019,,,88,3.78,,91,overcast clouds,2023-02-22,23,0.0,0.583,0.0
1677110400,local,7.92,5.56,7.72,8.12,1019,,,86,3.78,,91,overcast clouds,2023-02-23,0,0.0,0.522,0.0
1677114000,local,6.86,4.26,6.72,8.43,1019,,,85,3.78,,91,overcast clouds,2023-02-23,1,0.0,0.447,0.0
1677117600,local,6.28,3.31,5.72,8.12,1018,,,85,4.22,,88,overcast clouds,2023-02-23,2,0.0,0.251,0.0
1677121200,local,6.26,3.29,5.57,8.12,1018,,,85,4.22,,88,overcast clouds,2023-02-23,3,0.0,0.244,0.0
1677124800,local,5.73,2.64,5.01,8.12,1018,,,86,4.22,,88,overcast clouds,2023-02-23,4,0.0,0.243,0.0
1677128400,local,5.68,2.97,4.45,6.21,1018,,,83,3.53,,4,sky is clear,2023-02-23,5,0.0,0.238,0.0
1677132000,local,5.15,2.33,4.45,6.21,1018,,,84,3.53,,4,sky is clear,2023-02-23,6,0.0,0.24,0.0
1677135600,local,5.14,2.31,4.45,5.9,1018,,,84,3.53,,4,sky is clear,2023-02-23,7,0.0,0.223,0.017
1677139200,local,5.14,2.76,4.45,5.9,1018,,,81,2.88,,4,sky is clear,2023-02-23,8,0.895,0.0,0.325
1677142800,local,6.8,4.75,5.9,6.93,1018,,,76,2.88,,4,sky is clear,2023-02-23,9,0.0,0.0,0.268
1677146400,local,7.9,6.07,5.9,8.6,1018,,,73,2.88,,4,sky is clear,2023-02-23,10,0.0,0.0,0.273
1677150000,local,9.04,6.51,5.9,10.26,1017,,,66,4.69,,12,few clouds,2023-02-23,11,0.571,0.0,0.564
1677153600,local,9.61,7.22,8.43,10.82,1017,,,64,4.69,,12,few clouds,2023-02-23,12,0.788,0.0,0.397
1677157200,local,10.14,8.72,9.54,11.38,1017,,,58,4.69,,12,few clouds,2023-02-23,13,0.048,0.0,0.383
1677160800,local,10.16,8.8,9.54,11.93,1014,,,60,6.33,,59,broken clouds,2023-02-23,14,0.0,0.0,0.432
1677164400,local,11.23,9.87,10.1,11.93,1014,,,56,6.33,,59,broken clouds,2023-02-23,15,0.0,0.0,0.391
1677168000,local,10.7,9.26,10.1,11.38,1014,,,55,6.33,,59,broken clouds,2023-02-23,16,0.15,0.0,0.307
1677171600,local,9.61,7.12,9.59,11.38,1014,,,58,4.94,,5,sky is clear,2023-02-23,17,0.332,0.0,0.061
1677175200,local,9.56,7.06,8.72,9.71,1014,,,62,4.94,,5,sky is clear,2023-02-23,18,1.297,0.0,0.0
1677178800,local,7.94,5.04,5.9,8.43,1014,,,62,4.94,,5,sky is clear,2023-02-23,19,1.62,0.0,0.0
1677182400,local,6.56,6.56,5.72,7.88,1014,,,69,1.21,,7,sky is clear,2023-02-23,20,0.972,0.0,0.0
1677186000,local,6.32,6.32,5.72,7.32,1014,,,69,1.21,,7,sky is clear,2023-02-23,21,0.715,0.0,0.0
1677189600,local,6.22,6.22,4.72,7.32,1014,,,78,1.21,,7,sky is clear,2023-02-23,22,0.0,0.79,0.0
1677193200,local,5.68,5.68,4.72,6.77,1014,,,81,1.1,,0,sky is clear,2023-02-23,23,0.0,0.652,0.0
1677196800,local,5.08,5.08,2.72,6.77,1014,,,83,1.1,,0,sky is clear,2023-02-24,0,0.0,0.65,0.0
1677200400,local,4.56,4.56,2.72,6.21,1014,,,85,1.1,,0,sky is clear,2023-02-24,1,0.0,1.161,0.0
1677204000,local,4.0,2.88,1.72,5.66,1013,,,87,1.45,,0,sky is clear,2023-02-24,2,0.0,0.442,0.0
1677207600,local,4.5,3.44,0.72,5.1,1013,,,86,1.45,,0,sky is clear,2023-02-24,3,0.0,0.269,0.0
1677211200,local,3.42,2.22,0.72,4.54,1013,,,87,1.45,,0,sky is clear,2023-02-24,4,0.0,0.26,0.0
1677214800,local,3.44,2.22,1.68,3.99,1013,,,88,1.46,,0,sky is clear,2023-02-24,5,0.0,0.307,0.0
1677218400,local,3.97,2.83,1.68,4.04,1013,,,86,1.46,,0,sky is clear,2023-02-24,6,0.0,0.306,0.0
1677222000,local,2.29,0.92,0.9,3.43,1013,,,76,1.46,,0,sky is clear,2023-02-24,7,0.0,0.633,0.021
1677225600,local,4.41,4.41,0.9,4.59,1013,,,81,1.24,,0,sky is clear,2023-02-24,8,0.048,0.0,0.309
1677229200,local,5.65,5.65,3.43,5.7,1013,,,76,1.24,,0,sky is clear,2023-02-24,9,0.0,0.0,0.326
1677232800,local,7.9,7.9,6.12,7.93,1013,,,71,1.24,,0,sky is clear,2023-02-24,10,0.343,0.0,0.733
1677236400,local,9.02,8.0,7.57,9.04,1012,,,70,2.06,,0,sky is clear,2023-02-24,11,0.015,0.0,0.809
1677240000,local,10.12,8.81,9.23,10.15,1012,,,62,2.06,,0,sky is clear,2023-02-24,12,0.116,0.0,0.589
1677243600,local,10.72,9.41,10.57,11.93,1012,,,60,2.06,,0,sky is clear,2023-02-24,13,0.0,0.0,0.272
1677247200,local,11.77,10.44,10.72,12.01,1010,,,55,3.5,,3,sky is clear,2023-02-24,14,0.0,0.0,0.292
1677250800,local,11.7,10.34,8.99,12.49,1010,,,54,3.5,,3,sky is clear,2023-02-24,15,0.081,0.0,0.457
1677254400,local,11.71,10.37,9.54,12.49,1010,,,55,3.5,,3,sky is clear,2023-02-24,16,0.082,0.0,0.326
1677258000,local,10.63,9.32,9.54,11.38,1010,,,60,2.1,,2,sky is clear,2023-02-24,17,0.308,0.0,0.048
1677261600,local,9.54,8.57,8.72,10.01,1010,,,63,2.1,,2,sky is clear,2023-02-24,18,0.448,0.0,0.0
1677265200,local,7.41,6.08,6.72,8.43,1010,,,63,2.1,,2,sky is clear,2023-02-24,19,1.336,0.0,0.0
1677268800,local,6.8,6.8,5.72,7.88,1010,,,74,1.28,,1,sky is clear,2023-02-24,20,0.756,0.0,0.0
1677272400,local,6.22,6.22,4.72,7.32,1010,,,78,1.28,,1,sky is clear,2023-02-24,21,0.723,0.0,0.0
1677276000,local,5.66,5.66,3.72,7.32,1010,,,78,1.28,,1,sky is clear,2023-02-24,22,0.0,0.696,0.0
1677279600,local,5.68,5.68,4.72,6.77,1010,,,80,1.07,,0,sky is clear,2023-02-24,23,0.0,1.797,0.0
1677283200,local,5.11,5.11,3.72,6.21,1010,,,81,1.07,,0,sky is clear,2023-02-25,0,0.0,2.527,0.0
1677286800,local,4.63,4.63,4.45,5.66,1010,,,82,1.07,,0,sky is clear,2023-02-25,1,0.0,2.478,0.0
1677290400,local,4.6,4.6,3.34,5.9,1009,,,84,1.1,,2,sky is clear,2023-02-25,2,0.0,2.468,0.0
1677294000,local,4.59,4.59,3.34,5.9,1009,,,85,1.1,,2,sky is clear,2023-02-25,3,0.0,0.851,0.0
1677297600,local,5.11,5.11,4.54,5.34,1009,,,84,1.1,,2,sky is clear,2023-02-25,4,0.0,0.31,0.0
1677301200,local,5.11,5.11,4.54,5.15,1009,,,83,1.33,,100,overcast clouds,2023-02-25,5,0.0,0.318,0.0
1677304800,local,5.1,5.1,3.34,5.15,1009,,,84,1.33,,100,overcast clouds,2023-02-25,6,0.0,0.327,0.0
1677308400,local,4.57,4.57,3.34,4.72,1009,,,86,1.33,,100,overcast clouds,2023-02-25,7,0.0,0.319,0.0
1677312000,local,4.57,4.57,3.34,4.72,1008,,,88,1.31,,100,overcast clouds,2023-02-25,8,0.29,0.0,0.022
1677315600,local,4.07,4.07,3.04,4.72,1008,,,90,1.31,,100,overcast clouds,2023-02-25,9,0.255,0.0,0.083
1677319200,local,4.65,4.65,4.23,5.72,1008,,,91,1.31,,100,overcast clouds,2023-02-25,10,0.139,0.0,0.178
1677322800,local,5.23,3.4,4.71,6.72,1008,,,91,2.24,,100,overcast clouds,2023-02-25,11,0.889,0.0,0.208
1677326400,local,5.74,4.0,5.7,7.23,1008,,,90,2.24,,100,overcast clouds,2023-02-25,12,0.469,0.0,0.176
1677330000,local,6.48,4.87,6.26,9.72,1008,,,88,2.24,,100,overcast clouds,2023-02-25,13,0.355,0.0,0.205
1677333600,local,7.52,5.37,7.37,9.72,1006,,,88,3.25,,100,overcast clouds,2023-02-25,14,0.185,0.0,0.139
1677337200,local,7.53,5.39,7.37,9.72,1006,,,90,3.25,,100,overcast clouds,2023-02-25,15,0.238,0.0,0.071
1677340800,local,7.96,5.91,7.93,8.6,1006,,,89,3.25,,100,overcast clouds,2023-02-25,16,0.386,0.0,0.035
1677344400,local,8.49,7.47,8.12,8.72,1007,,,90,1.96,,100,light rain,2023-02-25,17,0.537,0.0,0.0
1677348000,local,8.47,7.45,7.79,8.48,1007,,,91,1.96,,100,light rain,2023-02-25,18,0.894,0.0,0.0
1677351600,local,7.93,6.82,7.57,7.93,1007,,,91,1.96,,100,light rain,2023-02-25,19,0.882,0.0,0.0
1677355200,local,7.35,5.66,6.72,7.88,1008,,,91,2.53,,100,light rain,2023-02-25,20,1.791,0.0,0.0
1677358800,local,6.83,5.04,5.9,7.32,1008,,,89,2.53,,100,light rain,2023-02-25,21,1.124,0.0,0.0
1677362400,local,6.82,5.03,6.12,6.82,1008,,,89,2.53,,100,light rain,2023-02-25,22,0.0,0.579,0.0
1677366000,local,6.82,5.63,6.68,6.82,1009,,,87,1.86,,100,overcast clouds,2023-02-25,23,0.0,0.569,0.0
1677369600,local,7.3,6.18,4.23,7.37,1009,,,86,1.86,,100,overcast clouds,2023-02-26,0,0.0,0.516,0.0
1677373200,local,6.77,5.57,3.68,6.82,1009,,,85,1.86,,100,overcast clouds,2023-02-26,1,0.0,0.609,0.0
1677376800,local,6.78,5.77,5.57,6.82,1009,,,84,1.68,,100,overcast clouds,2023-02-26,2,0.0,0.548,0.0
1677380400,local,6.54,5.49,3.12,6.82,1009,,,84,1.68,,100,overcast clouds,2023-02-26,3,0.0,0.717,0.0
1677384000,local,4.31,2.93,3.12,5.1,1009,,,85,1.68,,100,overcast clouds,2023-02-26,4,0.0,0.545,0.0
1677387600,local,5.82,5.05,1.87,8.68,1011,,,84,1.37,,93,overcast clouds,2023-02-26,5,0.0,0.806,0.0
1677391200,local,5.86,5.1,1.87,8.68,1011,,,84,1.37,,93,overcast clouds,2023-02-26,6,0.0,0.324,0.0
1677394800,local,5.85,5.09,1.87,8.68,1011,,,84,1.37,,93,overcast clouds,2023-02-26,7,0.0,0.287,0.032
1677398400,local,6.66,5.57,3.12,6.82,1012,,,80,1.74,,92,overcast clouds,2023-02-26,8,0.045,0.0,0.282
1677402000,local,8.46,7.64,6.12,8.48,1012,,,76,1.74,,92,overcast clouds,2023-02-26,9,0.0,0.0,0.332
1677405600,local,10.67,9.67,7.79,10.7,1012,,,72,1.74,,92,overcast clouds,2023-02-26,10,0.0,0.0,0.333
1677409200,local,11.8,10.86,9.79,11.82,1013,,,70,2.26,,3,sky is clear,2023-02-26,11,0.261,0.0,0.656
1677412800,local,12.34,11.41,11.72,12.37,1013,,,68,2.26,,3,sky is clear,2023-02-26,12,1.123,0.0,1.07
1677416400,local,13.45,12.5,12.72,13.9,1013,,,63,2.26,,3,sky is clear,2023-02-26,13,0.09,0.0,0.675
1677420000,local,14.51,13.48,12.72,15.26,1012,,,56,4.23,,5,sky is clear,2023-02-26,14,0.093,0.0,0.722
1677423600,local,14.94,13.98,11.21,15.82,1012,,,57,4.23,,5,sky is clear,2023-02-26,15,0.0,0.0,0.52
1677427200,local,14.93,13.91,11.21,15.82,1012,,,55,4.23,,5,sky is clear,2023-02-26,16,0.207,0.0,0.374
1677430800,local,13.92,13.01,11.21,15.82,1013,,,63,2.73,,0,sky is clear,2023-02-26,17,0.507,0.0,0.051
1677434400,local,11.61,10.55,10.34,12.79,1013,,,66,2.73,,0,sky is clear,2023-02-26,18,2.191,0.0,0.0
1677438000,local,10.08,8.87,9.23,10.66,1013,,,66,2.73,,0,sky is clear,2023-02-26,19,2.146,0.0,0.0
